"V2" "V3" "V4" "location" "arm"
"F3" "chr1" 94994781 95007356 "1p21.3" "p"
"SLC44A3" "chr1" 95285898 95360802 "1p21.3" "p"
"CNN3" "chr1" 95362507 95392834 "1p21.3" "p"
"ALG14" "chr1" 95439963 95538501 "1p21.3" "p"
"TMEM56" "chr1" 95582894 95663163 NA "p"
"SNX7" "chr1" 99127236 99226056 "1p21.3" "p"
"AGL" "chr1" 100315640 100389579 "1p21.2" "p"
"SLC35A3" "chr1" 100435345 100492535 "1p21.2" "p"
"TRMT13" "chr1" 100598706 100616053 "1p21.2" "p"
"DBT" "chr1" 100652475 100715390 "1p21.2" "p"
"RTCA" "chr1" 100731763 100758325 "1p21.2" "p"
"SLC30A7" "chr1" 101361632 101447309 "1p21.2" "p"
"DPH5" "chr1" 101455179 101491644 "1p21.2" "p"
"RNPC3" "chr1" 104068313 104097861 "1p21.1" "p"
"VAV3" "chr1" 108113782 108507766 "1p13.3" "p"
"SLC25A24" "chr1" 108676658 108743471 "1p13.3" "p"
"FAM102B" "chr1" 109102711 109187522 "1p13.3" "p"
"HENMT1" "chr1" 109190912 109204148 "1p13.3" "p"
"PRPF38B" "chr1" 109234945 109244425 "1p13.3" "p"
"STXBP3" "chr1" 109289296 109352148 "1p13.3" "p"
"GPSM2" "chr1" 109417972 109477167 "1p13.3" "p"
"CLCC1" "chr1" 109472130 109506111 "1p13.3" "p"
"TAF13" "chr1" 109605108 109618624 "1p13.3" "p"
"TMEM167B" "chr1" 109632425 109639556 "1p13.3" "p"
"KIAA1324" "chr1" 109656301 109749401 NA "p"
"SARS" "chr1" 109756540 109780791 NA "p"
"SORT1" "chr1" 109852192 109940573 "1p13.3|1p21.3-p13.1" "p"
"PSMA5" "chr1" 109941653 109969062 "1p13.3" "p"
"GNAI3" "chr1" 110091233 110136975 "1p13.3" "p"
"AMPD2" "chr1" 110158726 110174673 "1p13.3" "p"
"GSTM4" "chr1" 110198703 110208118 "1p13.3" "p"
"GSTM3" "chr1" 110276554 110284384 "1p13.3" "p"
"EPS8L3" "chr1" 110292702 110306649 "1p13.3" "p"
"AHCYL1" "chr1" 110527308 110566357 "1p13.3" "p"
"STRIP1" "chr1" 110574199 110617263 "1p13.3" "p"
"RBM15" "chr1" 110881128 110889299 "1p13.3" "p"
"SLC16A4" "chr1" 110905470 110933704 "1p13.3" "p"
"LAMTOR5" "chr1" 110943871 110950564 "1p13.3" "p"
"LRIF1" "chr1" 111489807 111506701 "1p13.3" "p"
"DRAM2" "chr1" 111659955 111682838 "1p13.3" "p"
"CEPT1" "chr1" 111682249 111727724 "1p13.3" "p"
"DENND2D" "chr1" 111729796 111747157 "1p13.3-p13.2" "p"
"WDR77" "chr1" 111982512 111991998 "1p13.2" "p"
"ATP5F1" "chr1" 111991486 112005395 NA "p"
"RAP1A" "chr1" 112084840 112259313 "1p13.2" "p"
"CTTNBP2NL" "chr1" 112938803 113006078 "1p13.2" "p"
"ST7L" "chr1" 113066140 113163447 "1p13.2" "p"
"CAPZA1" "chr1" 113161795 113214241 "1p13.2" "p"
"MOV10" "chr1" 113215763 113243368 "1p13.2" "p"
"RHOC" "chr1" 113243728 113250056 "1p13.2" "p"
"SLC16A1" "chr1" 113454469 113499635 "1p13.2" "p"
"MAGI3" "chr1" 113933371 114228545 "1p13.2" "p"
"RSBN1" "chr1" 114304454 114355098 "1p13.2" "p"
"BCL2L15" "chr1" 114420790 114430169 "1p13.2" "p"
"HIPK1" "chr1" 114471814 114520426 "1p13.2" "p"
"TRIM33" "chr1" 114935399 115053781 "1p13.2" "p"
"BCAS2" "chr1" 115110178 115124260 "1p13.2" "p"
"NRAS" "chr1" 115247090 115259515 "1p13.2" "p"
"CSDE1" "chr1" 115259534 115301297 "1p13.2" "p"
"SIKE1" "chr1" 115312100 115323306 "1p13.2" "p"
"VANGL1" "chr1" 116184574 116240845 "1p13.1" "p"
"ATP1A1" "chr1" 116915290 116952883 "1p13.1" "p"
"CD58" "chr1" 117057157 117113661 "1p13.1" "p"
"PTGFRN" "chr1" 117452679 117532980 "1p13.1" "p"
"TTF2" "chr1" 117602925 117650075 "1p13.1" "p"
"MAN1A2" "chr1" 117910071 118071494 "1p12" "p"
"FAM46C" "chr1" 118148556 118170994 NA "p"
"GDAP2" "chr1" 118406107 118472253 "1p12" "p"
"WDR3" "chr1" 118472343 118509165 "1p12" "p"
"WARS2" "chr1" 119573839 119683294 "1p12" "p"
"PHGDH" "chr1" 120202421 120286838 "1p12" "p"
"HMGCS2" "chr1" 120290619 120311528 "1p12" "p"
"REG4" "chr1" 120336641 120354283 "1p12" "p"
"NOTCH2" "chr1" 120454176 120612240 "1p12" "p"
"PDE4DIP" "chr1" 144836157 145076186 "1q21.2" "q"
"SEC22B" "chr1" 145096220 145116922 "1p12" "p"
"TXNIP" "chr1" 145438469 145442635 "1q21.1" "q"
"POLR3GL" "chr1" 145456236 145470388 "1q21.1" "q"
"RBM8A" "chr1" 145507598 145513536 "1q21.1" "q"
"PEX11B" "chr1" 145516252 145523730 "1q21.1" "q"
"RNF115" "chr1" 145611036 145696218 "1q21.1" "q"
"GPR89A" "chr1" 145764411 145827103 "1q21.1" "q"
"PRKAB2" "chr1" 146626685 146644129 "1q21.1" "q"
"CHD1L" "chr1" 146714291 146767443 "1q21.1" "q"
"ACP6" "chr1" 147101453 147142618 "1q21.2" "q"
"RP11-14N7.2" "chr1" 148928322 148951595 NA "q"
"HIST2H2BE" "chr1" 149856010 149858232 NA "q"
"BOLA1" "chr1" 149859440 149872351 "1q21.2" "q"
"SF3B4" "chr1" 149895209 149900236 "1q21.2" "q"
"MTMR11" "chr1" 149900543 149908791 "1q21.2" "q"
"OTUD7B" "chr1" 149909705 149982625 "1q21.2" "q"
"VPS45" "chr1" 150039369 150117505 "1q21.2" "q"
"ANP32E" "chr1" 150190717 150208504 "1q21.2" "q"
"APH1A" "chr1" 150237804 150241980 "1q21.2" "q"
"MRPS21" "chr1" 150266289 150281414 "1q21.2" "q"
"PRPF3" "chr1" 150293925 150325671 "1q21.2" "q"
"RPRD2" "chr1" 150335567 150449042 "1q21.2" "q"
"TARS2" "chr1" 150459887 150480078 "1q21.2" "q"
"ECM1" "chr1" 150480538 150486265 "1q21.2" "q"
"MCL1" "chr1" 150547032 150552066 "1q21.2" "q"
"ENSA" "chr1" 150573327 150602088 "1q21.3" "q"
"GOLPH3L" "chr1" 150618701 150669630 "1q21.3" "q"
"CTSS" "chr1" 150702672 150738433 "1q21.3" "q"
"ARNT" "chr1" 150782181 150849244 "1q21.3" "q"
"CERS2" "chr1" 150933059 150947479 "1q21.3" "q"
"C1orf56" "chr1" 151020216 151024462 "1q21.3" "q"
"CDC42SE1" "chr1" 151023447 151042801 "1q21.3" "q"
"GABPB2" "chr1" 151043054 151098018 "1q21.3" "q"
"SCNM1" "chr1" 151129140 151142773 "1q21.3" "q"
"VPS72" "chr1" 151142463 151167797 "1q21.3" "q"
"PIP5K1A" "chr1" 151170425 151222012 "1q21.3" "q"
"PSMD4" "chr1" 151227179 151239955 "1q21.3" "q"
"PI4KB" "chr1" 151264273 151300191 "1q21.3" "q"
"RFX5" "chr1" 151313116 151319833 "1q21.3" "q"
"SELENBP1" "chr1" 151336778 151345209 "1q21.3" "q"
"PSMB4" "chr1" 151372010 151374420 "1q21.3" "q"
"POGZ" "chr1" 151375200 151431941 "1q21.3" "q"
"CGN" "chr1" 151482986 151511168 "1q21.3" "q"
"TUFT1" "chr1" 151512781 151556059 "1q21.3" "q"
"SNX27" "chr1" 151584541 151671567 "1q21.3" "q"
"MRPL9" "chr1" 151732119 151736040 "1q21.3" "q"
"THEM4" "chr1" 151846060 151882284 "1q21.3" "q"
"S100A10" "chr1" 151955391 151966866 "1q21.3" "q"
"S100A11" "chr1" 152004982 152020383 "1q21.3" "q"
"SPRR3" "chr1" 152974223 152976332 "1q21.3" "q"
"S100A9" "chr1" 153330330 153333503 "1q21.3" "q"
"S100A6" "chr1" 153507075 153508720 "1q21.3" "q"
"S100A4" "chr1" 153516089 153522612 "1q21.3" "q"
"S100A2" "chr1" 153533584 153540366 "1q21.3" "q"
"S100A16" "chr1" 153579362 153585621 "1q21.3" "q"
"S100A14" "chr1" 153586731 153589462 "1q21.3" "q"
"S100A13" "chr1" 153591263 153606568 "1q21.3" "q"
"CHTOP" "chr1" 153606525 153618782 "1q21.3" "q"
"SNAPIN" "chr1" 153631130 153634306 "1q21.3" "q"
"ILF2" "chr1" 153634512 153643524 "1q21.3" "q"
"INTS3" "chr1" 153700543 153746555 "1q21.3" "q"
"GATAD2B" "chr1" 153777201 153895451 "1q21.3" "q"
"CRTC2" "chr1" 153920145 153931101 "1q21.3" "q"
"SLC39A1" "chr1" 153931575 153940188 "1q21.3" "q"
"CREB3L4" "chr1" 153940010 153946839 "1q21.3" "q"
"JTB" "chr1" 153946745 153950164 "1q21.3" "q"
"RAB13" "chr1" 153954127 153958834 "1q21.3" "q"
"RPS27" "chr1" 153963235 153964626 "1q21.3" "q"
"TPM3" "chr1" 154127784 154167124 "1q21.3" "q"
"C1orf43" "chr1" 154179182 154193104 "1q21.3" "q"
"UBAP2L" "chr1" 154192655 154243986 "1q21.3" "q"
"HAX1" "chr1" 154244987 154248351 "1q21.3" "q"
"UBE2Q1" "chr1" 154521053 154531504 "1q21.3" "q"
"ADAR" "chr1" 154554538 154600475 "1q21.3" "q"
"PMVK" "chr1" 154897210 154909467 "1q21.3" "q"
"PBXIP1" "chr1" 154916552 154928599 "1q21.3" "q"
"SHC1" "chr1" 154934774 154946871 "1q21.3" "q"
"CKS1B" "chr1" 154947129 154951725 "1q21.3" "q"
"FLAD1" "chr1" 154955814 154965587 "1q21.3" "q"
"ZBTB7B" "chr1" 154975127 154990998 "1q21.3" "q"
"ADAM15" "chr1" 155023042 155035252 "1q21.3" "q"
"EFNA4" "chr1" 155036207 155042029 "1q21.3" "q"
"EFNA3" "chr1" 155036224 155060014 "1q21.3" "q"
"EFNA1" "chr1" 155099936 155107333 "1q22" "q"
"SLC50A1" "chr1" 155107820 155111329 "1q22" "q"
"DPM3" "chr1" 155112367 155113071 "1q22" "q"
"KRTCAP2" "chr1" 155141884 155145951 "1q22" "q"
"MUC1" "chr1" 155158300 155162707 "1q22" "q"
"MTX1" "chr1" 155178490 155183615 "1q22" "q"
"GBA" "chr1" 155204243 155214490 "1q22" "q"
"FAM189B" "chr1" 155216996 155225274 "1q22" "q"
"SCAMP3" "chr1" 155225770 155232221 "1q22" "q"
"FDPS" "chr1" 155278539 155290457 "1q22" "q"
"RUSC1" "chr1" 155290687 155300905 "1q22" "q"
"ASH1L" "chr1" 155305059 155532598 "1q22" "q"
"YY1AP1" "chr1" 155629237 155658791 "1q22" "q"
"DAP3" "chr1" 155657751 155708801 "1q22" "q"
"GON4L" "chr1" 155719508 155829191 "1q22" "q"
"RIT1" "chr1" 155867599 155881195 "1q22" "q"
"KIAA0907" "chr1" 155882834 155904191 NA "q"
"ARHGEF2" "chr1" 155916630 155976861 "1q22" "q"
"SSR2" "chr1" 155978839 155990750 "1q22" "q"
"UBQLN4" "chr1" 156005092 156023585 "1q22" "q"
"LAMTOR2" "chr1" 156024543 156028301 "1q22" "q"
"RAB25" "chr1" 156030951 156040295 "1q22" "q"
"MEX3A" "chr1" 156041804 156051789 "1q22" "q"
"LMNA" "chr1" 156052364 156109880 "1q22" "q"
"SLC25A44" "chr1" 156163880 156182587 "1q22" "q"
"PMF1" "chr1" 156182784 156212874 "1q22" "q"
"SMG5" "chr1" 156219015 156252620 "1q22" "q"
"CCT3" "chr1" 156278759 156337664 "1q22" "q"
"MEF2D" "chr1" 156433519 156470620 "1q22" "q"
"APOA1BP" "chr1" 156561554 156564091 NA "q"
"GPATCH4" "chr1" 156564279 156571288 "1q22-q23.1" "q"
"CRABP2" "chr1" 156669398 156675608 "1q23.1" "q"
"ISG20L2" "chr1" 156691683 156698591 "1q23.1" "q"
"RRNAD1" "chr1" 156698234 156706752 "1q23.1" "q"
"MRPL24" "chr1" 156707095 156711382 "1q23.1" "q"
"HDGF" "chr1" 156711899 156736717 "1q23.1" "q"
"PRCC" "chr1" 156720402 156770607 "1q23.1" "q"
"ETV3" "chr1" 157090983 157108266 "1q23.1" "q"
"IFI16" "chr1" 158969758 159024945 "1q23.1" "q"
"DUSP23" "chr1" 159750722 159752333 "1q23.2" "q"
"TAGLN2" "chr1" 159887897 159895522 "1q23.2" "q"
"PIGM" "chr1" 159997462 160001783 "1q23.2" "q"
"IGSF8" "chr1" 160061130 160068733 "1q23.2" "q"
"PEA15" "chr1" 160175127 160185166 "1q23.2" "q"
"DCAF8" "chr1" 160187254 160254920 "1q23.2" "q"
"PEX19" "chr1" 160246602 160256138 "1q23.2" "q"
"COPA" "chr1" 160259063 160313190 "1q23.2" "q"
"NCSTN" "chr1" 160313062 160328742 "1q23.2" "q"
"ITLN1" "chr1" 160846329 160854960 "1q23.3" "q"
"F11R" "chr1" 160967747 161008752 "1q23.3" "q"
"TSTD1" "chr1" 161007421 161008780 "1q23.3" "q"
"PVRL4" "chr1" 161040785 161059389 NA "q"
"PFDN2" "chr1" 161070346 161087901 "1q23.3" "q"
"NIT1" "chr1" 161087876 161095235 "1q23.3" "q"
"DEDD" "chr1" 161090764 161102478 "1q23.3" "q"
"UFC1" "chr1" 161122566 161128646 "1q23.3" "q"
"B4GALT3" "chr1" 161141100 161147287 "1q23.3" "q"
"NDUFS2" "chr1" 161166894 161184185 "1q23.3" "q"
"FCER1G" "chr1" 161185024 161190489 "1q23.3" "q"
"SDHC" "chr1" 161284047 161332984 "1q23.3" "q"
"HSPA6" "chr1" 161494036 161496681 "1q23.3" "q"
"DUSP12" "chr1" 161719548 161727028 "1q23.3" "q"
"ATF6" "chr1" 161736084 161933860 "1q23.3" "q"
"UHMK1" "chr1" 162467041 162499419 "1q23.3" "q"
"UAP1" "chr1" 162531323 162569627 "1q23.3" "q"
"HSD17B7" "chr1" 162760492 162782607 "1q23.3" "q"
"NUF2" "chr1" 163236366 163325554 "1q23.3" "q"
"PBX1" "chr1" 164524821 164868533 "1q23.3" "q"
"MGST3" "chr1" 165600098 165631033 "1q24.1" "q"
"ALDH9A1" "chr1" 165631453 165668100 "1q24.1" "q"
"TMCO1" "chr1" 165696032 165796992 "1q24.1" "q"
"UCK2" "chr1" 165796768 165880855 "1q24.1" "q"
"POGK" "chr1" 166808681 166825581 "1q24.1" "q"
"GPA33" "chr1" 167022073 167059868 "1q24.1" "q"
"POU2F1" "chr1" 167190066 167396582 "1q24.2" "q"
"CREG1" "chr1" 167498914 167523004 "1q24.2" "q"
"MPZL1" "chr1" 167690429 167761156 "1q24.2" "q"
"MPC2" "chr1" 167885967 167906278 "1q24.2" "q"
"DCAF6" "chr1" 167905021 168045081 "1q24.2" "q"
"TIPRL" "chr1" 168148171 168169950 "1q24.2" "q"
"SFT2D2" "chr1" 168195176 168222263 "1q24.2" "q"
"ATP1B1" "chr1" 169074935 169101960 "1q24.2" "q"
"NME7" "chr1" 169101769 169337205 "1q24.2" "q"
"BLZF1" "chr1" 169337208 169365778 "1q24.2" "q"
"KIFAP3" "chr1" 169890467 170054349 "1q24.2" "q"
"PRRC2C" "chr1" 171454651 171562650 "1q24.3" "q"
"VAMP4" "chr1" 171669300 171711387 "1q24.3" "q"
"METTL13" "chr1" 171750788 171783163 NA "q"
"PIGC" "chr1" 172339329 172413230 "1q24.3" "q"
"SUCO" "chr1" 172501489 172580971 "1q24.3" "q"
"PRDX6" "chr1" 173446405 173457946 "1q25.1" "q"
"KLHL20" "chr1" 173684080 173755840 "1q25.1" "q"
"DARS2" "chr1" 173793641 173827684 "1q25.1" "q"
"GAS5" "chr1" 173833038 173838020 "1q25.1" "q"
"RC3H1" "chr1" 173900352 173991435 "1q25.1" "q"
"RABGAP1L" "chr1" 174128548 174964445 "1q25.1" "q"
"CACYBP" "chr1" 174968300 174980851 "1q25.1" "q"
"MRPS14" "chr1" 174979925 174992561 "1q25.1" "q"
"KIAA0040" "chr1" 175126123 175162135 "1q25.1" "q"
"RFWD2" "chr1" 175913967 176176629 NA "q"
"RASAL2" "chr1" 178062864 178448644 "1q25.2" "q"
"RALGPS2" "chr1" 178694300 178889238 "1q25.2" "q"
"FAM20B" "chr1" 178994939 179045697 "1q25.2" "q"
"TOR3A" "chr1" 179050512 179067158 "1q25.2" "q"
"ABL2" "chr1" 179068462 179198819 "1q25.2" "q"
"AXDND1" "chr1" 179334855 179523870 "1q25.2" "q"
"TOR1AIP2" "chr1" 179809102 179846938 "1q25.2" "q"
"TOR1AIP1" "chr1" 179851177 179894135 "1q25.2" "q"
"CEP350" "chr1" 179923873 180084015 "1q25.2" "q"
"QSOX1" "chr1" 180123969 180173165 "1q25.2" "q"
"ACBD6" "chr1" 180244515 180472089 "1q25.2-q25.3" "q"
"XPR1" "chr1" 180601140 180859387 "1q25.3" "q"
"STX6" "chr1" 180941861 180992047 "1q25.3" "q"
"IER5" "chr1" 181057638 181059977 "1q25.3" "q"
"GLUL" "chr1" 182350839 182361341 "1q25.3" "q"
"RGS16" "chr1" 182567758 182573543 "1q25.3" "q"
"DHX9" "chr1" 182808504 182856886 "1q25.3" "q"
"LAMC1" "chr1" 182992595 183114727 "1q25.3" "q"
"LAMC2" "chr1" 183155373 183214035 "1q25.3" "q"
"SMG7" "chr1" 183441351 183567381 "1q25.3" "q"
"ARPC5" "chr1" 183592401 183604892 "1q25.3" "q"
"TSEN15" "chr1" 184020811 184043346 "1q25.3" "q"
"C1orf21" "chr1" 184356192 184598154 "1q25.3" "q"
"EDEM3" "chr1" 184659365 184724047 "1q25.3" "q"
"RNF2" "chr1" 185014496 185071740 "1q25.3" "q"
"IVNS1ABP" "chr1" 185265520 185286461 "1q25.3" "q"
"TPR" "chr1" 186280784 186344825 "1q31.1" "q"
"C1orf27" "chr1" 186344890 186390510 NA "q"
"PTGS2" "chr1" 186640923 186649559 "1q31.1" "q"
"RGS1" "chr1" 192544857 192549161 "1q31.2" "q"
"RGS2" "chr1" 192778169 192781403 "1q31.2" "q"
"UCHL5" "chr1" 192981380 193029237 "1q31.2" "q"
"TROVE2" "chr1" 193028552 193060907 NA "q"
"GLRX2" "chr1" 193065598 193075244 "1q31.2" "q"
"CDC73" "chr1" 193091147 193223031 "1q31.2" "q"
"ASPM" "chr1" 197053258 197115824 "1q31.3" "q"
"DENND1B" "chr1" 197473878 197744826 "1q31.3" "q"
"C1orf53" "chr1" 197871777 197876497 "1q31.3" "q"
"NEK7" "chr1" 198126093 198291550 "1q31.3" "q"
"ZNF281" "chr1" 200374068 200379184 "1q32.1" "q"
"DDX59" "chr1" 200593024 200639097 "1q32.1" "q"
"CAMSAP2" "chr1" 200708686 200829832 "1q32.1" "q"
"C1orf106" "chr1" 200860176 200884863 NA "q"
"TMEM9" "chr1" 201103900 201140702 "1q32.1" "q"
"LAD1" "chr1" 201342372 201368736 "1q32.1" "q"
"PHLDA3" "chr1" 201434620 201438365 "1q32.1" "q"
"CSRP1" "chr1" 201452658 201478584 "1q32.1" "q"
"IPO9" "chr1" 201798269 201853422 "1q32.1" "q"
"TIMM17A" "chr1" 201924619 201939789 "1q32.1" "q"
"RNPEP" "chr1" 201951500 201975275 "1q32.1" "q"
"RP11-465N4.4" "chr1" 201969222 201979481 NA "q"
"ELF3" "chr1" 201977073 201986316 "1q32.1" "q"
"ARL8A" "chr1" 202102532 202113869 "1q32.1" "q"
"PTPN7" "chr1" 202116141 202130716 "1q32.1" "q"
"UBE2T" "chr1" 202300785 202311108 "1q32.1" "q"
"PPP1R12B" "chr1" 202317827 202561834 "1q32.1" "q"
"KDM5B" "chr1" 202696526 202778598 "1q32.1" "q"
"RABIF" "chr1" 202848085 202858263 "1q32.1" "q"
"KLHL12" "chr1" 202860228 202897764 "1q32.1" "q"
"ADIPOR1" "chr1" 202909951 202927700 "1q32.1" "q"
"CYB5R1" "chr1" 202930997 202936408 "1q32.1" "q"
"TMEM183A" "chr1" 202976514 202993976 "1q32.1" "q"
"BTG2" "chr1" 203274619 203278730 "1q32.1" "q"
"ZC3H11A" "chr1" 203764782 203823252 "1q32.1" "q"
"ZBED6" "chr1" 203765437 203769686 "1q32.1" "q"
"SNRPE" "chr1" 203830731 203839678 "1q32.1" "q"
"GOLT1A" "chr1" 204167288 204183220 "1q32.1" "q"
"PLEKHA6" "chr1" 204187979 204346793 "1q32.1" "q"
"PPP1R15B" "chr1" 204372515 204380919 "1q32.1" "q"
"PIK3C2B" "chr1" 204391756 204463852 "1q32.1" "q"
"MDM4" "chr1" 204485511 204542871 "1q32.1" "q"
"RBBP5" "chr1" 205055270 205091143 "1q32.1" "q"
"NUAK2" "chr1" 205271187 205290883 "1q32.1" "q"
"LEMD1" "chr1" 205350506 205425082 "1q32.1" "q"
"CDK18" "chr1" 205473723 205501921 "1q32.1" "q"
"ELK4" "chr1" 205577071 205601090 "1q32.1" "q"
"NUCKS1" "chr1" 205681947 205719404 "1q32.1" "q"
"CTSE" "chr1" 206317459 206332104 "1q32.1" "q"
"IKBKE" "chr1" 206643791 206670223 "1q32.1" "q"
"EIF2D" "chr1" 206744620 206785904 "1q32.1" "q"
"MAPKAPK2" "chr1" 206858289 206907628 "1q32.1" "q"
"PIGR" "chr1" 207101863 207119811 "1q32.1" "q"
"C1orf116" "chr1" 207191866 207206101 "1q32.1" "q"
"YOD1" "chr1" 207217194 207226325 "1q32.1" "q"
"PFKFB2" "chr1" 207222801 207254369 "1q32.1" "q"
"C4BPB" "chr1" 207262187 207273338 "1q32.1" "q"
"CD55" "chr1" 207494853 207534311 "1q32.2" "q"
"CD46" "chr1" 207925402 207968858 "1q32.2" "q"
"PLXNA2" "chr1" 208195587 208417665 "1q32.2" "q"
"LAMB3" "chr1" 209788215 209825811 "1q32.2" "q"
"G0S2" "chr1" 209848765 209849733 "1q32.2" "q"
"IRF6" "chr1" 209959036 209979465 "1q32.2" "q"
"DIEXF" "chr1" 210001352 210030910 NA "q"
"RCOR3" "chr1" 211431719 211489727 "1q32.2-q32.3" "q"
"TRAF5" "chr1" 211499957 211548288 "1q32.3" "q"
"LINC00467" "chr1" 211556145 211605878 NA "q"
"SLC30A1" "chr1" 211744910 211752084 "1q32.3" "q"
"NEK2" "chr1" 211836114 211848960 "1q32.3" "q"
"LPGAT1" "chr1" 211916799 212004114 "1q32.3" "q"
"INTS7" "chr1" 212113741 212208884 "1q32.3" "q"
"PPP2R5A" "chr1" 212458879 212535200 "1q32.3" "q"
"NENF" "chr1" 212606229 212619714 "1q32.3" "q"
"ATF3" "chr1" 212738676 212794119 "1q32.3" "q"
"NSL1" "chr1" 212899495 212965124 "1q32.3" "q"
"FLVCR1" "chr1" 213031597 213072705 "1q32.3" "q"
"ANGEL2" "chr1" 213165524 213189168 "1q32.3" "q"
"PROX1" "chr1" 214156524 214214595 "1q32.3" "q"
"SMYD2" "chr1" 214454445 214510474 "1q32.3" "q"
"CENPF" "chr1" 214776538 214837931 "1q41" "q"
"KCTD3" "chr1" 215740735 215795149 "1q41" "q"
"GPATCH2" "chr1" 217600334 217804424 "1q41" "q"
"RRP15" "chr1" 218458629 218511325 "1q41" "q"
"LYPLAL1" "chr1" 219347186 219386207 "1q41" "q"
"EPRS" "chr1" 220141943 220220000 NA "q"
"BPNT1" "chr1" 220230824 220263804 "1q41" "q"
"IARS2" "chr1" 220267444 220321380 "1q41" "q"
"RAB3GAP2" "chr1" 220321635 220445796 "1q41" "q"
"MARC1" "chr1" 220960101 220987735 NA "q"
"DUSP10" "chr1" 221874766 221915518 "1q41" "q"
"MIA3" "chr1" 222791428 222841354 "1q41" "q"
"AIDA" "chr1" 222841355 222886552 "1q41" "q"
"BROX" "chr1" 222885895 222908538 "1q41" "q"
"RP11-452F19.3" "chr1" 222988364 223010726 NA "q"
"CAPN8" "chr1" 223711349 223853436 "1q41" "q"
"CAPN2" "chr1" 223889295 223963720 "1q41" "q"
"TP53BP2" "chr1" 223967601 224033674 "1q41" "q"
"FBXO28" "chr1" 224301789 224349749 "1q42.11" "q"
"DEGS1" "chr1" 224363458 224381143 "1q42.11" "q"
"NVL" "chr1" 224415036 224518089 "1q42.11" "q"
"CNIH4" "chr1" 224544552 224567161 "1q42.11" "q"
"WDR26" "chr1" 224572845 224624735 "1q42.11-q42.12" "q"
"DNAH14" "chr1" 225083964 225586996 "1q42.12" "q"
"LBR" "chr1" 225589204 225616627 "1q42.12" "q"
"ENAH" "chr1" 225674537 225840844 "1q42.12" "q"
"SRP9" "chr1" 225965531 225978168 "1q42.12" "q"
"EPHX1" "chr1" 225997794 226033260 "1q42.12" "q"
"RP11-285F7.2" "chr1" 226028584 226034223 NA "q"
"TMEM63A" "chr1" 226033237 226070069 "1q42.12" "q"
"LEFTY1" "chr1" 226073982 226099082 "1q42.12" "q"
"PYCR2" "chr1" 226107578 226111978 "1q42.12" "q"
"SDE2" "chr1" 226170403 226187032 "1q42.12" "q"
"H3F3A" "chr1" 226249552 226259702 NA "q"
"ACBD3" "chr1" 226332380 226374431 "1q42.12" "q"
"PARP1" "chr1" 226548392 226595780 NA "q"
"ADCK3" "chr1" 227085237 227175246 NA "q"
"CDC42BPA" "chr1" 227177566 227506175 "1q42.13" "q"
"SNAP47" "chr1" 227916240 227968927 "1q42.13" "q"
"JMJD4" "chr1" 227918126 227923112 "1q42.13" "q"
"ARF1" "chr1" 228270361 228286912 "1q42.13" "q"
"C1orf35" "chr1" 228288427 228293112 "1q42.13" "q"
"MRPL55" "chr1" 228294380 228297013 "1q42.13" "q"
"GUK1" "chr1" 228327663 228336685 "1q42.13" "q"
"IBA57" "chr1" 228353516 228369958 "1q42.13" "q"
"TRIM11" "chr1" 228581374 228594541 "1q42.13" "q"
"HIST3H2A" "chr1" 228645065 228645560 NA "q"
"RNF187" "chr1" 228674762 228683467 "1q42.13" "q"
"RHOU" "chr1" 228870824 228882416 "1q42.13" "q"
"RAB4A" "chr1" 229406822 229441641 "1q42.13" "q"
"NUP133" "chr1" 229577045 229644103 "1q42.13" "q"
"ABCB10" "chr1" 229652329 229694442 "1q42.13" "q"
"TAF5L" "chr1" 229728858 229761794 "1q42.13" "q"
"GALNT2" "chr1" 230193536 230417870 "1q42.13" "q"
"COG2" "chr1" 230778235 230829728 "1q42.2" "q"
"C1orf198" "chr1" 230972865 231005335 "1q42.2" "q"
"ARV1" "chr1" 231114727 231136341 "1q42.2" "q"
"C1orf131" "chr1" 231359509 231376933 "1q42.2" "q"
"GNPAT" "chr1" 231376953 231413719 "1q42.2" "q"
"SPRTN" "chr1" 231472850 231490769 "1q42.2" "q"
"EGLN1" "chr1" 231499497 231560790 "1q42.2" "q"
"RP11-295G20.2" "chr1" 231658134 231664302 NA "q"
"TSNAX" "chr1" 231664399 231702270 "1q42.2" "q"
"SIPA1L2" "chr1" 232533711 232697304 "1q42.2" "q"
"NTPCR" "chr1" 233086351 233119628 "1q42.2" "q"
"KCNK1" "chr1" 233749750 233808258 "1q42.2" "q"
"COA6" "chr1" 234509202 234519795 "1q42.2" "q"
"TARBP1" "chr1" 234527059 234614849 "1q42.2" "q"
"IRF2BP2" "chr1" 234740015 234745271 "1q42.3" "q"
"TOMM20" "chr1" 235272651 235292251 "1q42.3" "q"
"ARID4B" "chr1" 235294949 235491534 "1q42.3" "q"
"GGPS1" "chr1" 235490665 235507847 "1q42.3" "q"
"TBCE" "chr1" 235530675 235612283 "1q42.3" "q"
"B3GALNT2" "chr1" 235613238 235667781 "1q42.3" "q"
"GNG4" "chr1" 235710987 235814054 "1q42.3" "q"
"LYST" "chr1" 235824341 236046940 "1q42.3" "q"
"LGALS8" "chr1" 236681300 236716281 "1q43" "q"
"HEATR1" "chr1" 236712305 236767804 "1q43" "q"
